Movie Title,Director,Count,Picked By
Jellyfish Eyes,Takashi Murakami,2,"FLYING LOTUS, SEAN BAKER"
Weekend,Jean-Luc Godard,2,"ALICIA MALONE, ANDRÉ GREGORY AND WALLACE SHAWN"
The Horse’s Mouth,Ronald Neame,2,"BEN WHEATLEY, OWEN KLINE"
"Pigs, Pimps & Prostitutes: 3 Films by Shohei Imamura",Collector’s Set,2,"GASPAR NOÉ, LAURA ALBERT & JEFF FEUERZEIG"
The Complete Jean Vigo,Collector’s Set,2,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, MATÍAS PIÑEIRO"
Modern Times,Charles Chaplin,2,"CRISTIAN MUNGIU, MICHAEL K. WILLIAMS"
Shock Corridor,Samuel Fuller,2,"IRA SACHS, TIM ROBBINS"
The Magic Flute,Ingmar Bergman,2,"IRA SACHS, RICHARD AYOADE"
Safety Last!,Fred Newmeyer and Sam Taylor,2,"CHARLOTTE RAMPLING AND ANDREW HAIGH, RICHARD AYOADE"
The Human Condition,Masaki Kobayashi,2,"THE QUAY BROTHERS, THE WOLFPACK"
Vivre sa vie,Jean-Luc Godard,2,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, MIKE LEIGH"
The Firemen’s Ball,Miloš Forman,2,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, MIKE LEIGH"
Gomorrah,Matteo Garrone,2,"ASIF KAPADIA, MICHAEL K. WILLIAMS"
Carl Theodor Dreyer,Carl Theodor Dreyer,2,"JACK GARFEIN, SLAVOJ ŽIŽEK"
David Lynch: The Art Life,"Jon Nguyen, Rick Barnes, and Olivia Neergaard-Holm",1,LAURA DERN
Visions of Eight,"Juri Ozerov, Mai Zetterling, Arthur Penn, Michael Pfleghar, Kon Ichikawa, Miloš Forman, Claude Lelouch, and John Schlesinger",1,JODIE FOSTER
Three Films by Mai Zetterling,Mai Zetterling,1,JODIE FOSTER
Shoot the Piano Player,François Truffaut,1,DAVID REMNICK
"The French Dispatch of the Liberty, Kansas Evening Sun",Wes Anderson,1,DAVID REMNICK
Lynch/Oz,Alexandre O. Philippe,1,VINCE STAPLES
Girlfight,Karyn Kusama,1,RIAN JOHNSON
Hell’s Angels,Howard Hughes,1,RIAN JOHNSON
Shaft,Gordon Parks,1,JUNE SQUIBB
Buena Vista Social Club,Wim Wenders,1,JUNE SQUIBB
The Confession,Costa-Gavras,1,KATHRYN BIGELOW
Hiroshima mon amour,Alain Resnais,1,KATHRYN BIGELOW
The Lodger: A Story of the London Fog,Alfred Hitchcock,1,KATHRYN BIGELOW
Summer Hours,Olivier Assayas,1,NIA DACOSTA
Phoenix,Christian Petzold,1,NIA DACOSTA
The War Room,Chris Hegedus and D. A. Pennebaker,1,BENNY SAFDIE
When We Were Kings,Leon Gast,1,BENNY SAFDIE
Choose Me,Alan Rudolph,1,TRACY LETTS
The Complete Mr. Arkadin,Orson Welles,1,TRACY LETTS
Letters from Fontainhas: Three Films by Pedro Costa,Collector’s Set,1,LAV DIAZ
Criterion Collection Canvas Bag,Bags,1,LAV DIAZ
The Shrouds,David Cronenberg,1,CHARLI XCX
Cairo Station,Youssef Chahine,1,LUCA GUADAGNINO
Sorcerer,William Friedkin,1,LUCA GUADAGNINO
Night Moves,Arthur Penn,1,LUCA GUADAGNINO
Merrily We Go to Hell,Dorothy Arzner,1,MARY BRONSTEIN
A Canterbury Tale,Michael Powell and Emeric Pressburger,1,BEN WHISHAW
The Times of Harvey Milk,Robert Epstein,1,ANOHNI
3 Silent Classics by Josef von Sternberg,Collector’s Set,1,ANOHNI
Science Is Fiction: 23 Films by Jean Painlevé,Jean Painlevé,1,ANOHNI
Fanfan la Tulipe,Christian-Jaque,1,MARION COTILLARD
The Great Dictator,Charles Chaplin,1,MARION COTILLARD
Rouge,Stanley Kwan,1,REGINALD HUDLIN
Guillermo del Toro’s Pinocchio,Guillermo del Toro and Mark Gustafson,1,JUDD APATOW
It Happened One Night,Frank Capra,1,ALICIA SILVERSTONE
Casque d’or,Jacques Becker,1,KRISTIN SCOTT THOMAS
I Know Where I’m Going!,Michael Powell and Emeric Pressburger,1,PETER WOLF
Danton,Andrzej Wajda,1,JAMIE LEE CURTIS
"Lacombe, Lucien",Louis Malle,1,ARI ASTER
Revanche,Götz Spielmann,1,ARI ASTER
Graduation,Cristian Mungiu,1,ARI ASTER
Young Mr. Lincoln,John Ford,1,ARI ASTER
Once Upon a Time in China: The Complete Films,Tsui Hark,1,RZA
The Wind Will Carry Us,Abbas Kiarostami,1,MICHAEL CERA
Streetwise,Martin Bell,1,LENA DUNHAM
Okja,Bong Joon Ho,1,LENA DUNHAM
Armageddon,Michael Bay,1,BEN AFFLECK
Carlos,Olivier Assayas,1,DIEGO LUNA
Vanya on 42nd Street,Louis Malle,1,PAUL W. DOWNS
All of Us Strangers,Andrew Haigh,1,KATYA ZAMOLODCHIKOVA
Mildred Pierce,Michael Curtiz,1,BARBIE FERREIRA
Swing Time,George Stevens,1,CLAUDE LELOUCH
The Circus,Charles Chaplin,1,CLAUDE LELOUCH
Il sorpasso,Dino Risi,1,CLAUDE LELOUCH
Samurai Spy,Masahiro Shinoda,1,SETH ROGEN & EVAN GOLDBERG
The Infernal Affairs Trilogy,Andrew Lau and Alan Mak,1,SETH ROGEN & EVAN GOLDBERG
Paul Robeson: Portraits of the Artist,Collector’s Set,1,FRANKLIN LEONARD
High Sierra,Raoul Walsh,1,MARK RYLANCE
Performance,Donald Cammell and Nicolas Roeg,1,HANS ZIMMER
Every Man for Himself,Jean-Luc Godard,1,DICK CAVETT
Only Angels Have Wings,Howard Hawks,1,DICK CAVETT
Godzilla vs. Biollante,Kazuki Omori,1,CARRIE COON
Still Walking,Hirokazu Kore-eda,1,MICHELLE ZAUNER
Martin Scorsese’s World Cinema Project No. 1,Collector’s Set,1,MICHELLE ZAUNER
Irma Vep,Olivier Assayas,1,JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON
Marketa Lazarová,František Vláčil,1,BRADY CORBET
Bergman Island,Mia Hansen-Løve,1,BRADY CORBET
Mississippi Masala,Mira Nair,1,ROSANNA ARQUETTE
Demon Pond,Masahiro Shinoda,1,ROBERT EGGERS
Manila in the Claws of Light,Lino Brocka,1,HARRIS DICKINSON
Gummo,Harmony Korine,1,HARRIS DICKINSON
Shallow Grave,Danny Boyle,1,NICHOLAS HOULT
Eclipse Series 5: The First Films of Samuel Fuller,Collector’s Set,1,JULIETTE BINOCHE AND RALPH FIENNES
Eclipse Series 26: Silent Naruse,Mikio Naruse,1,JULIETTE BINOCHE AND RALPH FIENNES
Eclipse Series 25: Basil Dearden’s London Underground,Basil Dearden,1,JULIETTE BINOCHE AND RALPH FIENNES
Eclipse Series 38: Masaki Kobayashi Against the System,Collector’s Set,1,JOHNNIE TO
Not a Pretty Picture,Martha Coolidge,1,KARYN KUSAMA
Chilly Scenes of Winter,Joan Micklin Silver,1,KARYN KUSAMA
La vie de bohème,Aki Kaurismäki,1,AZAZEL JACOBS
La ronde,Max Ophuls,1,JACQUES AUDIARD
Classe tous risques,Claude Sautet,1,JACQUES AUDIARD
A Raisin in the Sun,Daniel Petrie,1,ANDRÉ HOLLAND
Martin Scorsese’s World Cinema Project No. 4,Collector’s Set,1,ZEINABU IRENE DAVIS
Eclipse Series 29: Aki Kaurismäki’s Leningrad Cowboys,Collector’s Set,1,PAYAL KAPADIA
Juliet of the Spirits,Federico Fellini,1,ISABELLE HUPPERT
La cérémonie,Claude Chabrol,1,ISABELLE HUPPERT
Cameraperson,Kirsten Johnson,1,RAMELL ROSS
Jubal,Delmer Daves,1,RAMELL ROSS
Fail Safe,Sidney Lumet,1,BARRY SONNENFELD
The Thin Blue Line,Errol Morris,1,BARRY SONNENFELD
Kuroneko,Kaneto Shindo,1,JENNIFER KENT
The Incredible Shrinking Man,Jack Arnold,1,JARVIS COCKER
Equinox,Jack Woods,1,JOEL POTRYKUS
The Flight of the Phoenix,Robert Aldrich,1,NICK LOWE
The Tales of Hoffmann,Michael Powell and Emeric Pressburger,1,GREG GONZALEZ
Lord of the Flies,Peter Brook,1,ZOË KRAVITZ AND CHANNING TATUM
Bound,Lana Wachowski and Lilly Wachowski,1,GINA GERSHON
Perfect Days,Wim Wenders,1,AGNIESZKA HOLLAND
Eyimofe (This Is My Desire),Arie Esiri and Chuko Esiri,1,AYO EDEBIRI
The Learning Tree,Gordon Parks,1,WINONA RYDER
Certain Women,Kelly Reichardt,1,LILY GLADSTONE & ERICA TREMBLAY
The Adventures of Baron Munchausen,Terry Gilliam,1,LILY GLADSTONE & ERICA TREMBLAY
The Royal Tenenbaums,Wes Anderson,1,CAROL KANE
The Shooting,Monte Hellman,1,JERRY SCHATZBERG
Hopscotch,Ronald Neame,1,PAUL SCHEER
Holiday,George Cukor,1,DYLAN BAKER
Christ Stopped at Eboli,Francesco Rosi,1,DYLAN BAKER
Ride with the Devil,Ang Lee,1,DYLAN BAKER
Toni,Jean Renoir,1,RYUSUKE HAMAGUCHI
The Celebration,Thomas Vinterberg,1,JEREMY O. HARRIS
El Sur,Víctor Erice,1,JANE SCHOENBRUN
Peeping Tom,Michael Powell,1,JANE SCHOENBRUN
L’enfance nue,Maurice Pialat,1,ANNIE BAKER AND LUCIAN JOHNSTON
Godland,Hlynur Pálmason,1,ANNIE BAKER AND LUCIAN JOHNSTON
"Clean, Shaven",Lodge Kerrigan,1,BERTRAND BONELLO
A Hollis Frampton Odyssey,Hollis Frampton,1,CHERYL DUNYE
Mudbound,Dee Rees,1,CHERYL DUNYE
Eclipse Series 8: Lubitsch Musicals,Collector’s Set,1,MOLLY RINGWALD
Wild Strawberries,Ingmar Bergman,1,CHELSEA PERETTI
Blast of Silence,Allen Baron,1,TIM BLAKE NELSON
Inside Llewyn Davis,Joel Coen and Ethan Coen,1,TIM BLAKE NELSON
The Innocent,Louis Garrel,1,JR
Monsters and Madmen,Collector’s Set,1,DEVO: GERALD CASALE AND MARK MOTHERSBAUGH
Sound of Metal,Darius Marder,1,JOEL KIM BOOSTER
Boat People,Ann Hui,1,LILA AVILÉS
In the Realm of the Senses,Nagisa Oshima,1,LILA AVILÉS
A Story from Chikamatsu,Kenji Mizoguchi,1,MATTEO GARRONE
The Story of the Last Chrysanthemum,Kenji Mizoguchi,1,MATTEO GARRONE
Leave Her to Heaven,John M. Stahl,1,LINA RODRIGUEZ
Bo Widerberg’s New Swedish Cinema,Bo Widerberg,1,LINA RODRIGUEZ
Eight Hours Don’t Make a Day,Rainer Werner Fassbinder,1,LINA RODRIGUEZ
Flowers of Shanghai,Hou Hsiao-hsien,1,LINA RODRIGUEZ
The Long Day Closes,Terence Davies,1,TODD HAYNES
Vengeance Is Mine,Shohei Imamura,1,CATHERINE BREILLAT
Eve’s Bayou,Kasi Lemmons,1,RAVEN JACKSON
Eclipse Series 22: Presenting Sacha Guitry,Collector’s Set,1,JUSTINE TRIET
Bowling for Columbine,Michael Moore,1,BILL POPE
Cooley High,Michael Schultz,1,​LUIS GUZMÁN
The Ballad of Gregorio Cortez,Robert M. Young,1,​LUIS GUZMÁN
Marriage Story,Noah Baumbach,1,MARK BRIDGES
The Music Room,Satyajit Ray,1,TYLER MITCHELL
Maîtresse,Barbet Schroeder,1,ALAN PALOMO
Devi,Satyajit Ray,1,REBECCA MILLER
Pale Flower,Masahiro Shinoda,1,PATTON OSWALT
One False Move,Carl Franklin,1,PATTON OSWALT
The Killers,Don Siegel,1,JASON SCHWARTZMAN
The Bad Sleep Well,Akira Kurosawa,1,JASON SCHWARTZMAN
Mala Noche,Gus Van Sant,1,MARY HARRON
Blood for Dracula,Paul Morrissey,1,UDO KIER
Flesh for Frankenstein,Paul Morrissey,1,UDO KIER
Fires on the Plain,Kon Ichikawa,1,ROGER & JAMES DEAKINS
The Burmese Harp,Kon Ichikawa,1,ROGER & JAMES DEAKINS
The Killers,Collector’s Set,1,CARL FRANKLIN
The Tree of Life,Terrence Malick,1,BENJAMIN MILLEPIED
Pink Flamingos,John Waters,1,GREGG ARAKI
Closely Watched Trains,Jiří Menzel,1,ARI ASTER
Mr. Klein,Joseph Losey,1,ARI ASTER
La poison,Sacha Guitry,1,ARI ASTER
Three Fantastic Journeys by Karel Zeman,Karel Zeman,1,ARI ASTER
Death of a Cyclist,Juan Antonio Bardem,1,JEAN-PIERRE AND LUC DARDENNE
I Wanna Hold Your Hand,Robert Zemeckis,1,YO LA TENGO
The Velvet Underground,Todd Haynes,1,YO LA TENGO
The Girl Can’t Help It,Frank Tashlin,1,YO LA TENGO
Ministry of Fear,Fritz Lang,1,YO LA TENGO
À nos amours,Maurice Pialat,1,PAULINE CHALAMET
The Other Side of Hope,Aki Kaurismäki,1,PAULINE CHALAMET
Eclipse Series 30: Sabu!,Collector’s Set,1,FLOYD NORMAN
The Thief of Bagdad,"Ludwig Berger, Michael Powell, and Tim Whelan",1,FLOYD NORMAN
F for Fake,Orson Welles,1,RAÚL CASTILLO
The Makioka Sisters,Kon Ichikawa,1,PARK CHAN-WOOK
Riot in Cell Block 11,Don Siegel,1,PARK CHAN-WOOK
Burroughs: The Movie,Howard Brookner,1,MARC MARON
Shame,Ingmar Bergman,1,MARC MARON
Minding the Gap,Bing Liu,1,CHARLOTTE WELLS
Wooden Crosses,Raymond Bernard,1,CATE BLANCHETT AND TODD FIELD
Letter Never Sent,Mikhail Kalatozov,1,CATE BLANCHETT AND TODD FIELD
A Master Builder,Jonathan Demme,1,CATE BLANCHETT AND TODD FIELD
Richard III,Laurence Olivier,1,JOHN DARNIELLE
The Ballad of Narayama,Keisuke Kinoshita,1,JOHN DARNIELLE
La Cage aux Folles,Edouard Molinaro,1,MINNIE DRIVER
A Poem Is a Naked Person,Les Blank,1,WILCO
Le deuxième souffle,Jean-Pierre Melville,1,WILCO
Eclipse Series 9: The Delirious Fictions of William Klein,Collector’s Set,1,WILCO
The Big City,Satyajit Ray,1,SARITA CHOUDHURY
Cul-de-sac,Roman Polanski,1,AGNÈS B.
Something Wild,Jack Garfein,1,COLIN QUINN
Smithereens,Susan Seidelman,1,COLIN QUINN
Oliver Twist,David Lean,1,GARRETT BRADLEY
Blue Is the Warmest Color,Abdellatif Kechiche,1,GARRETT BRADLEY
Rebel Samurai: Sixties Swordplay Classics,Collector’s Set,1,GARRETT BRADLEY
Bitter Rice,Giuseppe De Santis,1,NATHAN LANE
Here Comes Mr. Jordan,Alexander Hall,1,NATHAN LANE
The In-Laws,Arthur Hiller,1,NATHAN LANE
Yojimbo,Akira Kurosawa,1,FIVE COMICS
24 Frames,Abbas Kiarostami,1,FIVE COMICS
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Chantal Akerman,1,JENNI OLSON
The Black Stallion,Carroll Ballard,1,MATTHEW MODINE
The Uninvited,Lewis Allen,1,JACQUELINE NOVAK AND JOHN EARLY
Tie Me Up! Tie Me Down!,Pedro Almodóvar,1,JACQUELINE NOVAK AND JOHN EARLY
Limelight,Charles Chaplin,1,KIM CATTRALL
Tom Jones,Tony Richardson,1,KIM CATTRALL
The French Lieutenant’s Woman,Karel Reisz,1,RICHARD E. GRANT
Mamma Roma,Pier Paolo Pasolini,1,KARINA LONGWORTH
I Am Curious—Yellow,Vilgot Sjöman,1,KARINA LONGWORTH
Border Radio,"Allison Anders, Dean Lent, and Kurt Voss",1,KARINA LONGWORTH
Chronicle of a Summer,Jean Rouch and Edgar Morin,1,KARINA LONGWORTH
Personal Shopper,Olivier Assayas,1,KARINA LONGWORTH
The Marseille Trilogy,Collector’s Set,1,KARINA LONGWORTH
The Importance of Being Earnest,Anthony Asquith,1,JAMES L. BROOKS
Missing,Costa-Gavras,1,M.I.A. AND STEPHEN LOVERIDGE
The Naked Island,Kaneto Shindo,1,EUZHAN PALCY
Ordet,Carl Th. Dreyer,1,CLAIRE DENIS
Day of Wrath,Carl Th. Dreyer,1,CLAIRE DENIS
Gertrud,Carl Th. Dreyer,1,CLAIRE DENIS
The Honeymoon Killers,Leonard Kastle,1,JOHN WATERS
For All Mankind,Al Reinert,1,AUBREY PLAZA AND JEFF BAENA
Harold and Maude,Hal Ashby,1,AUBREY PLAZA AND JEFF BAENA
The Squid and the Whale,Noah Baumbach,1,AUBREY PLAZA AND JEFF BAENA
Ghost World,Terry Zwigoff,1,AUBREY PLAZA AND JEFF BAENA
Barcelona,Whit Stillman,1,TAVI GEVINSON
Martha Graham: Dance on Film,Nathan Kroll,1,TAVI GEVINSON
Moonrise Kingdom,Wes Anderson,1,TAVI GEVINSON
Le plaisir,Max Ophuls,1,ALEXANDER PAYNE
¡Alambrista!,Robert M. Young,1,ALEXANDER PAYNE
The Breaking Point,Michael Curtiz,1,ALEXANDER PAYNE
Speedy,Ted Wilde,1,ALEXANDER PAYNE
The Executioner,Luis García Berlanga,1,ALEXANDER PAYNE
Dreams,Ingmar Bergman,1,FLYING LOTUS
Lady Snowblood,Toshiya Fujita,1,ALICIA MALONE
Fishing with John,John Lurie,1,BEN WHEATLEY
Zatoichi: The Blind Swordsman,Collector’s Set,1,BEN WHEATLEY
The Shooting/Ride in the Whirlwind,Monte Hellman,1,OWEN KLINE
Eclipse Series 33: Up All Night with Robert Downey Sr.,Collector’s Set,1,OWEN KLINE
The Golden Age of Television,,1,OWEN KLINE
Dont Look Back,D. A. Pennebaker,1,BARRY LEVINSON
Shadows,John Cassavetes,1,BARRY LEVINSON
Babette’s Feast,Gabriel Axel,1,PHIL ROSENTHAL
Foreign Correspondent,Alfred Hitchcock,1,PHIL ROSENTHAL
Overlord,Stuart Cooper,1,PHIL ROSENTHAL
Kiss Me Deadly,Robert Aldrich,1,LAURA ALBERT & JEFF FEUERZEIG
Antonio Gaudí,Hiroshi Teshigahara,1,TIM ROBBINS
Z,Costa-Gavras,1,TIM ROBBINS
Shoah,Claude Lanzmann,1,IRA SACHS
I vitelloni,Federico Fellini,1,AMY HECKERLING
Pierrot le fou,Jean-Luc Godard,1,ANNA KARINA
Cléo from 5 to 7,Agnès Varda,1,ANNA KARINA
A Woman Is a Woman,Jean-Luc Godard,1,ANNA KARINA
Night Train to Munich,Carol Reed,1,CHRIS EIGEMAN
Contempt,Jean-Luc Godard,1,CHRIS EIGEMAN
The Emigrants/The New Land,Jan Troell,1,JOACHIM TRIER
The Phantom Carriage,Victor Sjöström,1,JOACHIM TRIER
Sólo con tu pareja,Alfonso Cuarón,1,LOUIS GARREL
Europa,Lars von Trier,1,LOUIS GARREL
Bergman Island,Marie Nyreröd,1,CHARLOTTE RAMPLING AND ANDREW HAIGH
El Norte,Gregory Nava,1,SEAN BAKER
Eclipse Series 37: When Horror Came to Shochiku,Collector’s Set,1,GASPAR NOÉ
Sundays and Cybèle,Serge Bourguignon,1,GASPAR NOÉ
The Naked Prey,Cornel Wilde,1,GASPAR NOÉ
Patriotism,Yukio Mishima and Domoto Masaki,1,GASPAR NOÉ
White Dog,Samuel Fuller,1,LAURIE ANDERSON
La promesse,Luc Dardenne and Jean-Pierre Dardenne,1,AGNÈS VARDA
The Marriage of Maria Braun,Rainer Werner Fassbinder,1,AGNÈS VARDA
Branded to Kill,Seijun Suzuki,1,YORGOS LANTHIMOS & ARIANE LABED
Simon of the Desert,Luis Buñuel,1,ASIF KAPADIA
Investigation of a Citizen Above Suspicion,Elio Petri,1,ASIF KAPADIA
Three Outlaw Samurai,Hideo Gosha,1,ASIF KAPADIA
Coup de grâce,Volker Schlöndorff,1,VOLKER SCHLÖNDORFF
Le beau Serge,Claude Chabrol,1,VOLKER SCHLÖNDORFF
Trouble in Paradise,Ernst Lubitsch,1,SLAVOJ ŽIŽEK
Murmur of the Heart,Louis Malle,1,SLAVOJ ŽIŽEK
Eclipse Series 32: Pearls of the Czech New Wave,Collector’s Set,1,SLAVOJ ŽIŽEK
Eclipse Series 14: Rossellini’s History Films—Renaissance and Enlightenment,Roberto Rossellini,1,SLAVOJ ŽIŽEK
All That Money Can Buy (a.k.a. The Devil and Daniel Webster),William Dieterle,1,WILLIAM FRIEDKIN
Eclipse Series 21: Oshima’s Outlaw Sixties,Nagisa Oshima,1,BONG JOON HO
Koyaanisqatsi,Godfrey Reggio,1,BONG JOON HO
The Virgin Spring,Ingmar Bergman,1,ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI
Insignificance,Nicolas Roeg,1,NICOLAS WINDING REFN
Zazie dans le métro,Louis Malle,1,RICHARD AYOADE
The Children Are Watching Us,Vittorio De Sica,1,THE QUAY BROTHERS
When a Woman Ascends the Stairs,Mikio Naruse,1,GUY MADDIN
WR: Mysteries of the Organism,Dušan Makavejev,1,GUY MADDIN
Robinson Crusoe on Mars,Byron Haskin,1,GUY MADDIN
